,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,OtherBanksAccounts,ShoppingOnlinePerMonth,AverageInterestRateOnCreditLine,NumberOfTransactionsForGamblingCompanies,NumberOfComplaintsOnSocialMediaOnBanks,NumberOfPagesWithLikesOnFacebook,NumberOfAccessedAddsOnFacebook
4794,0,3746,52,2,0.481353326,2600,5,0,1,0,3,8,47,18,68,32,27,291
4795,0,0.331104306,62,0,0.227651305,3601,5,0,1,0,0,4,38,18,15,49,69,384
4796,0,0,56,0,0.112727273,8249,7,0,1,0,0,2,55,9,71,80,29,422
4797,0,0.015202779,58,0,0.116470917,7151,7,0,1,0,0,5,13,11,1,43,99,266
4798,1,0.963011619,39,2,3.173398682,5916,19,0,12,0,2,8,57,15,15,6,50,239
4799,0,0.020200766,63,0,1421,NA,17,0,2,0,NA,7,83,10,18,50,89,769
4800,0,0.284827767,34,0,0.080289569,9116,7,0,0,0,0,7,61,9,91,63,39,221
4801,0,0.058943232,42,0,0.009425878,3500,4,0,0,0,2,4,86,7,25,28,94,545
4802,0,0.456809712,29,0,616,NA,9,0,0,0,0,2,23,18,51,92,4,301
4803,0,0.766719711,43,1,0.613590076,5400,9,0,1,0,0,7,63,12,20,53,60,332
4804,0,0,47,0,0.139714571,11000,9,0,1,0,2,8,57,5,20,90,32,204
4805,0,0.32282304,43,0,0.562783258,3750,10,0,1,0,1,8,87,10,66,78,96,172
4806,0,0.117290293,40,0,0.661558565,8417,7,0,3,0,3,1,43,13,91,91,10,376
4807,0,0.023873566,68,0,0.526641724,7750,14,0,2,0,0,0,99,5,83,55,32,81
4808,0,0.014599027,70,0,0.217391304,2598,2,0,0,0,0,3,45,0,34,86,55,994
4809,0,0.9999999,41,0,0.220283019,10599,1,0,1,0,2,0,58,15,87,22,88,180
4810,0,0.032285649,48,0,0.23844872,6600,9,0,2,0,0,9,70,19,80,50,4,965
4811,0,0.128178988,46,0,0.054868141,8000,8,0,0,0,1,6,43,11,32,33,90,397
4812,0,0.001990172,80,0,0.000249958,12001,8,0,0,0,0,4,24,4,84,82,52,124
4813,0,0.246415814,35,1,0.323671498,6416,19,0,1,0,0,7,32,19,31,78,95,765
4814,0,0.269596974,46,0,0.053325433,6750,4,0,0,0,0,5,9,13,67,67,32,598
4815,0,0.012166482,77,0,0.187521426,5833,8,0,1,0,0,5,33,11,70,36,87,574
4816,0,0.038289507,78,0,479,NA,9,0,0,0,0,4,6,4,71,96,73,506
4817,0,0.9999999,21,0,0,1200,0,0,0,0,0,8,17,14,70,14,28,375
4818,0,0.018332111,63,0,0.654115587,3425,10,0,1,0,1,9,29,12,53,38,48,713
4819,0,0.100641139,32,0,0.008331945,6000,2,0,0,0,0,0,24,8,70,93,2,481
4820,0,0.576674294,56,0,0.356751035,10390,25,0,2,0,1,3,16,5,31,5,87,829
4821,0,0.034198577,68,0,0.476154428,5283,10,0,2,0,0,3,92,14,88,32,54,979
4822,0,0.131213901,34,0,0.228902522,7334,9,0,2,0,0,9,39,12,33,98,93,380
4823,0,0.122966326,73,0,1016,NA,10,0,1,0,0,0,11,3,55,50,18,749
4824,0,0.04045749,65,0,0.986113482,17570,20,0,11,0,0,0,14,1,15,51,83,965
4825,0,0.167747385,48,1,0.636907501,4345,13,0,1,0,0,3,2,4,11,14,79,101
4826,0,0.060878894,70,1,0.242207892,13025,8,0,2,0,0,8,26,18,88,34,87,831
4827,0,0.020256688,47,0,2698,NA,9,0,1,0,0,6,41,0,75,1,91,85
4828,0,0.946323172,49,1,0.810940499,2083,4,1,1,1,1,2,52,13,78,45,78,800
4829,0,0,69,0,0.648900733,3001,5,0,2,0,0,6,64,12,75,41,95,300
4830,0,0.021119155,61,0,0.498626572,6916,5,0,1,0,0,3,58,12,20,30,33,7
4831,0,0.137616399,43,0,1492,NA,9,0,1,0,NA,5,73,15,35,53,62,615
4832,0,0.034658788,49,0,0.277264522,9416,13,0,1,0,0,9,83,0,52,91,34,21
4833,0,0.013518018,60,0,0.711762746,3000,6,0,1,0,0,7,46,19,53,7,29,676
4834,0,0.657801494,81,0,0.131962296,3500,4,0,0,0,0,2,52,19,84,74,23,956
4835,0,0.230600979,46,0,0.326866301,2370,5,0,0,0,1,3,2,7,4,87,66,162
4836,0,0.0815912,42,0,0.233220847,8000,9,0,2,0,0,7,80,14,10,77,56,707
4837,0,0,39,1,0.078992101,10000,4,0,0,0,0,7,86,19,12,68,88,133
4838,0,1.026192372,52,5,0.653604776,6532,25,0,2,0,0,0,66,17,85,79,26,795
4839,0,0.280553502,61,0,0.122807018,11000,16,0,0,0,0,2,18,3,94,86,9,467
4840,0,0.004931706,44,0,1410,NA,4,0,1,0,0,6,97,17,40,30,37,877
4841,0,0.381794972,67,1,0.187762448,5000,17,0,0,0,0,1,21,9,98,26,47,189
4842,0,0,32,1,0.151688312,5774,9,0,0,1,4,9,63,15,66,61,41,577
4843,0,0.715472162,37,1,0.124441308,4250,3,0,0,0,3,2,2,1,36,12,4,709
4844,0,0.137233414,44,0,0.580053496,2616,11,0,1,0,0,7,29,3,65,78,28,585
4845,0,0.044750653,45,0,372,NA,4,0,0,0,NA,6,63,13,17,85,53,995
4846,0,0.604039048,39,0,0.447078989,7000,8,0,2,0,4,1,75,4,36,84,82,235
4847,0,0.982516284,54,2,0.231838775,6400,5,0,0,0,0,6,57,4,96,1,77,853
4848,0,0.084915085,59,2,0.182702861,13666,2,0,1,0,0,5,7,10,20,27,32,802
4849,0,0.529494101,69,0,115,NA,3,0,0,0,0,6,35,3,50,55,45,824
4850,0,0.9999999,63,1,0.00759631,1842,1,1,0,0,1,1,29,14,93,39,35,809
4851,0,0.155149868,50,0,0.29342787,7333,6,0,1,0,2,6,84,16,82,1,68,777
4852,0,0.12592736,27,0,1392,NA,8,0,2,0,0,8,8,13,28,32,96,424
4853,0,1.566866267,46,2,0.104982503,6000,3,2,0,0,0,1,64,0,80,91,83,922
4854,0,0.041629923,62,0,3494,1,14,0,3,0,0,6,0,3,40,23,47,242
4855,0,0,56,0,168835,NA,10,0,3,0,2,6,76,7,44,29,7,8
4856,0,0.302175318,56,0,0.255552719,11750,6,0,1,0,0,0,66,1,54,36,62,848
4857,0,0.453210436,46,0,0.260284506,2600,6,0,0,0,2,5,8,12,24,49,1,531
4858,0,0.047626111,47,0,115,NA,10,0,0,0,0,5,12,7,43,87,61,271
4859,1,0.9999999,42,0,0.392871287,5049,4,2,2,0,2,0,92,5,33,30,18,741
4860,1,0.565974846,61,0,0.682341416,8165,10,1,3,0,1,0,89,8,28,52,83,304
4861,0,0.068166326,81,0,892,0,4,0,1,0,0,2,36,6,24,57,85,96
4862,0,0.9999999,74,0,0,NA,1,0,0,0,0,4,50,14,88,60,52,174
4863,0,0.02105184,58,0,724,NA,4,0,1,0,0,8,25,12,56,43,53,302
4864,1,0.75128109,38,3,0.701099633,3000,7,1,1,1,2,5,89,9,90,35,34,734
4865,1,1.003997335,63,2,1.21627566,1363,6,1,1,0,0,7,99,8,40,30,20,337
4866,0,0.043615861,52,0,48,NA,5,0,0,0,0,8,94,7,88,69,8,488
4867,0,0.044998393,43,0,0.209379062,10000,5,0,1,0,1,2,34,18,2,48,1,277
4868,0,0,47,0,0.418488445,1600,5,2,0,0,0,2,17,2,59,20,21,487
4869,0,0.76954592,54,0,0.385709867,6465,9,0,1,0,0,0,0,1,36,76,88,176
4870,0,0.031775635,43,0,0.314567029,3960,9,0,2,0,1,5,32,15,72,84,64,459
4871,0,0.715034513,39,0,0.615311369,5250,8,0,2,0,2,0,15,16,19,96,18,150
4872,0,0.950820697,56,1,0.662900849,14250,11,0,2,0,1,3,9,16,17,57,37,798
4873,0,0.9999999,45,0,2.264779351,1200,3,0,2,0,2,7,74,7,31,28,87,905
4874,0,0.225645562,47,0,0.284040496,8790,6,0,1,0,0,9,6,13,4,55,1,250
4875,0,0.306897931,66,0,2073,NA,4,0,1,0,2,8,74,14,15,8,98,275
4876,0,0.9999999,23,0,0,847,1,0,0,0,0,1,46,8,74,40,43,241
4877,0,0.07425925,59,0,0.412698413,1700,11,0,0,0,1,8,69,10,40,27,23,609
4878,0,0.119949324,76,0,0.461008665,4500,6,0,1,0,1,2,84,0,75,91,39,258
4879,0,0.017512196,56,0,2135,NA,10,0,1,0,5,8,27,13,14,37,82,123
4880,0,0.007817826,68,0,0.001764291,2833,3,0,0,0,0,5,68,13,39,83,14,323
4881,0,0,33,0,0.191293576,5650,8,0,1,0,1,1,68,15,80,88,12,637
4882,0,0.289371347,38,0,0.612096976,4000,7,0,2,0,2,6,11,6,68,12,10,270
4883,0,0.154042447,64,2,4210,NA,15,0,3,0,0,0,92,7,25,46,99,122
4884,0,0.857944153,61,0,0.224030842,4668,20,0,0,0,0,3,55,18,51,52,25,991
4885,0,0.141833704,45,0,0.514693097,5750,14,0,2,0,2,9,49,2,13,99,84,556
4886,0,1.123876124,26,1,0.356158993,2540,5,3,0,3,2,6,42,10,83,54,99,94
4887,0,0.051479906,48,0,0.356625735,25000,16,0,4,0,2,6,85,12,42,0,91,133
4888,0,0.751469829,38,0,0.709842257,4500,5,0,1,0,2,9,72,5,32,85,7,868
4889,0,0.696224732,49,0,0.735852829,5000,13,0,1,0,0,7,88,14,95,2,46,37
4890,0,0.012361584,76,0,0.813137495,2450,4,0,1,0,0,7,19,17,32,0,51,351
4891,1,0,60,3,0.292697378,6750,5,1,1,2,0,4,87,11,31,50,42,67
4892,0,0.048462333,63,0,0.561892131,4523,6,0,2,0,1,4,36,4,82,36,55,443
4893,0,0.257643937,67,0,200,NA,4,0,0,0,0,7,73,19,11,16,29,143
4894,0,0.380177842,59,0,0.23568735,5833,6,0,1,0,1,1,46,13,13,11,8,851
4895,0,0.81031169,48,0,0.466771068,10216,15,0,1,0,0,5,60,15,24,5,5,744
4896,0,1.60E-05,80,0,0.716395305,2640,14,0,1,0,0,4,75,5,50,82,50,354
4897,0,0.158722752,59,0,0.052973513,2000,4,0,0,0,1,8,36,10,53,31,74,289
4898,0,0.135807372,65,0,0.044782087,2500,3,0,0,0,0,6,41,17,34,56,71,609
4899,0,0.016432992,63,0,0.233980087,7833,3,0,1,0,0,6,20,15,10,32,13,358
4900,0,0.048966776,78,0,0.020595881,5000,4,0,0,0,0,6,59,9,38,2,75,489
4901,1,0.142115904,43,0,0.598731574,5833,8,0,2,0,3,6,68,9,84,60,22,568
4902,0,0.047254715,64,1,64,NA,5,0,0,0,0,7,41,6,63,82,74,519
4903,0,0.985735235,51,0,0.413799482,5405,6,0,1,0,0,8,91,12,42,46,16,320
4904,0,0.04219578,38,0,0.352202806,8125,4,0,1,0,2,3,26,16,5,59,85,322
4905,0,0.054697967,45,0,0.331698664,9583,5,0,1,0,0,0,17,7,77,93,93,116
4906,0,0.103744813,34,0,0.152474588,6000,7,0,0,0,0,4,75,7,24,95,21,403
4907,1,1.331797235,41,3,1099,NA,7,0,0,1,0,9,9,6,72,69,0,993
4908,1,0.962993506,42,0,0.425616322,3528,7,0,0,0,2,1,92,19,82,60,46,883
4909,0,0.011226239,59,0,0.29631224,6968,8,0,1,0,0,0,48,9,29,5,92,367
4910,0,0.9999999,48,1,0.003845168,3900,0,1,0,1,2,1,77,9,26,49,16,299
4911,0,0.036107639,42,0,0.079873569,11705,12,0,1,0,4,2,53,13,96,87,27,641
4912,0,0.587841216,33,0,0.304836895,2666,5,0,0,0,0,8,43,11,69,19,35,687
4913,0,0.404261217,58,1,0.431303435,13333,15,0,3,0,2,9,76,11,75,38,11,618
4914,0,0.9999999,61,0,0.0970495,4100,1,1,0,1,2,2,36,6,97,92,90,64
4915,0,0.48935721,48,0,0.393285905,8995,9,0,1,0,0,9,80,8,29,0,44,292
4916,0,0.11475541,53,0,940,NA,3,0,1,0,0,0,12,5,93,46,62,830
4917,0,0.107991361,66,1,1560,NA,8,0,1,0,0,5,21,8,40,83,2,375
4918,0,0.107964287,70,0,0.033370829,8000,5,0,0,0,0,3,93,18,95,72,94,287
4919,0,0.460269865,42,1,6962,NA,8,0,4,0,3,9,30,12,7,89,90,84
4920,0,0.103775215,65,0,0.222071349,8100,6,0,2,0,3,8,7,16,41,26,33,407
4921,0,0.667713881,38,0,0.129967508,4000,4,0,0,0,3,5,31,14,29,29,30,388
4922,0,0.195358053,44,6,0.296411856,7691,13,0,2,0,4,9,21,8,10,59,55,522
4923,1,0.59304296,63,0,0.506606356,8400,12,1,2,0,0,7,51,3,35,23,89,219
4924,0,0.239191525,67,0,0.199641404,14500,12,0,1,0,0,9,93,17,70,81,34,965
4925,0,0.056885177,58,1,0.438935817,12666,16,0,2,0,0,8,56,17,50,58,20,744
4926,0,0.296525124,64,0,0.585913127,8333,6,0,2,0,1,6,22,19,14,37,96,983
4927,0,0.068771556,57,0,309,NA,12,0,1,0,2,2,17,11,9,25,51,348
4928,1,0.897489686,28,0,0.776111944,2000,8,0,0,0,0,6,67,2,8,22,99,142
4929,0,0.021356761,60,0,0.344487402,7500,10,0,1,0,1,4,44,15,63,41,28,638
4930,0,0.021131925,30,2,0.002347418,3833,4,0,0,0,0,3,20,10,17,49,2,150
4931,0,0.9999999,38,0,0.335416146,4000,2,0,0,0,1,3,90,15,28,4,42,453
4932,0,0.487349163,41,0,0.277352018,13700,14,0,2,0,1,1,36,17,97,37,55,639
4933,0,0.442455952,48,0,1.289990645,5344,20,0,4,0,0,2,91,17,18,48,83,854
4934,0,0.120487853,71,0,0.305092665,6420,3,0,1,0,1,9,9,3,73,78,19,884
4935,0,0.015553206,35,0,3611,NA,12,0,2,0,0,3,65,11,35,84,41,295
4936,0,0.016939347,61,1,0.195331249,13750,6,0,1,0,0,6,53,10,42,99,75,913
4937,0,0.063563073,68,0,78,NA,3,0,0,0,0,5,46,6,37,16,10,323
4938,0,0.037468384,35,0,0.116739581,4342,3,0,0,0,0,8,21,11,23,62,61,137
4939,0,0.80620801,48,0,0.294032375,8277,9,0,2,0,2,2,16,0,89,81,89,725
4940,0,0.023180765,82,0,0.002349256,6384,1,0,0,0,0,4,23,1,66,92,37,390
4941,0,0.172373699,53,0,0.137095408,5900,2,0,1,0,3,4,36,16,27,20,92,495
4942,0,0.792340898,40,0,0.504346761,8166,13,0,0,0,0,3,31,8,17,20,98,904
4943,0,0.29194258,29,0,0.457344452,3117,6,0,1,0,1,2,15,2,67,91,34,867
4944,0,0,68,0,123,0,12,0,1,0,0,4,32,12,56,79,43,723
4945,0,0.072491165,55,0,0.25144978,4310,7,0,1,0,1,8,95,7,82,40,76,428
4946,1,0.992225102,36,0,955,NA,8,0,0,0,0,9,41,1,68,47,41,942
4947,0,0.096409434,41,0,0.259581559,5400,8,0,1,0,3,3,67,19,26,49,27,194
4948,0,0.056929538,50,0,3013,NA,3,0,1,0,0,3,81,0,65,6,72,884
4949,0,0.061288243,42,0,1114.5,1,6,0,1,0,2,9,17,16,79,42,85,964
4950,0,0.893569987,53,2,0.875412459,10000,20,0,1,2,0,1,68,13,2,55,10,272
4951,0,0.732066202,52,0,0.333162218,7791,10,0,0,1,0,2,78,0,61,77,13,667
4952,0,0.307175013,71,0,0.266953125,12799,18,0,2,0,0,3,30,2,9,88,80,988
4953,0,0.04051906,69,0,0.020489755,2000,6,0,0,0,0,4,72,14,16,14,32,171
4954,0,0.206289523,38,0,0.295269168,5516,12,0,0,0,1,8,57,11,24,18,65,503
4955,0,0.053769892,56,0,0.240222477,11326,10,0,1,0,1,3,16,12,76,21,64,378
4956,0,0.476576171,40,0,0.397273978,7996,5,0,2,0,1,6,25,11,12,70,21,404
4957,0,0.692301439,75,0,0.201999487,3900,9,0,1,0,0,9,46,11,94,57,80,145
4958,0,0.257241157,69,1,0.288913774,6250,11,0,0,0,0,6,39,16,73,77,7,76
4959,0,0.328830046,37,0,0.005999,6000,5,0,0,0,0,4,95,16,3,39,66,308
4960,0,0.9999999,27,0,476,0,1,0,0,0,0,6,40,17,73,32,47,977
4961,0,0.073437039,54,0,1.368895567,1330,5,0,1,0,2,6,41,17,72,68,89,257
4962,0,0.871661437,58,0,0.535861124,4377,6,0,2,0,1,3,63,7,99,62,94,972
4963,0,0.010256191,68,0,0.001333206,10500,8,0,0,0,0,1,63,11,24,17,69,390
4964,1,0.291306359,42,0,0.518296341,1666,9,0,1,0,0,6,86,19,10,98,26,262
4965,0,0.260734595,43,0,0.416320971,16150,14,0,2,0,1,2,26,6,73,4,54,229
4966,0,1.178928247,40,2,0.096074128,4100,5,0,0,1,2,6,30,10,44,71,10,442
4967,0,0.471084282,59,2,0.721046492,6000,16,0,2,0,0,0,13,13,98,85,45,612
4968,0,0,53,1,569,NA,2,0,0,0,0,7,48,0,12,2,72,720
4969,0,0.044760855,51,0,0.446420215,6410,12,0,1,0,0,1,85,5,38,93,96,903
4970,1,0.952629292,65,1,1.086778737,2200,4,0,1,1,1,9,89,5,17,37,94,543
4971,0,0.676835727,53,0,4809,NA,12,0,2,0,0,5,36,14,99,67,26,978
4972,0,0,67,0,0.215192597,4646,4,0,1,0,0,3,96,18,12,75,67,599
4973,0,0.261941948,42,0,0.227934876,3500,6,0,0,0,0,8,71,12,75,89,35,213
4974,0,0,70,0,0.272715152,15000,10,0,1,0,1,0,44,11,80,45,38,575
4975,0,0.316489177,46,0,0.289921466,4583,10,0,0,0,0,0,24,14,51,86,92,976
4976,0,0.559842764,83,1,0.53820598,902,5,0,0,0,0,7,99,14,77,45,93,515
4977,0,0.0538919,74,0,0.0041511,7226,5,0,0,0,0,9,40,8,83,38,34,805
4978,0,0.612622416,53,0,2933,NA,12,0,2,0,3,1,35,11,68,12,48,676
4979,0,0.551817433,26,0,0.056391316,11100,6,0,0,1,0,8,13,1,89,41,35,561
4980,0,0.025220124,65,0,0.00539892,5000,6,0,0,0,0,9,68,16,74,1,26,511
4981,0,0.028453683,58,0,0.383757312,7350,5,0,2,0,0,3,25,2,88,0,74,40
4982,0,0.94598322,56,0,0.656155104,4280,3,0,1,0,0,1,72,11,59,70,54,722
4983,0,0.379041397,49,2,0.10078534,4583,4,0,1,0,2,2,11,13,31,60,92,989
4984,0,0.174357455,32,0,0.27086805,6600,5,0,2,0,2,4,40,8,51,15,65,411
4985,0,0.05512726,35,0,2060,NA,10,0,2,0,1,5,26,16,30,87,23,116
4986,0,0.129974005,88,0,29,NA,5,0,0,0,0,9,31,14,7,73,43,117
4987,0,0.232633891,68,0,0.531039293,4300,15,0,2,0,0,7,0,16,5,80,91,159
4988,0,0.690869698,63,0,5471,NA,9,0,3,0,0,8,5,16,43,41,71,331
4989,0,0.887721435,60,4,1.313895216,4389,12,0,2,0,1,0,55,18,47,62,48,997
4990,0,0.331633367,57,0,0.526667362,9580,9,0,1,0,3,5,62,3,99,88,13,457
4991,0,0.149721264,39,0,0.303429586,10700,8,0,1,0,0,0,5,4,42,52,35,811
4992,0,0.108975055,31,0,0.322782481,8150,15,0,2,0,1,8,87,14,93,95,93,833
4993,0,0.303133764,47,0,0.382803821,4500,5,0,1,0,0,6,90,10,99,50,68,154
4994,0,0.640669916,71,0,0.387884554,3152,10,0,1,0,0,1,5,8,75,21,32,536
4995,0,0.647272045,74,0,0.272121437,2700,6,0,0,0,0,5,60,19,14,25,19,497
4996,0,0.516205291,54,1,0.274175454,4456,7,0,0,0,1,0,77,0,31,57,5,516
4997,0,0.153128229,32,1,0.082166879,5500,6,0,0,0,3,9,23,9,87,94,53,528
4998,0,0.413589581,55,0,1.205276175,1212,9,0,1,0,0,4,78,13,52,1,95,720
4999,0,0.273258139,44,0,3.762904637,1142,5,0,2,0,2,4,32,13,56,95,37,402
5000,0,0.100263752,43,0,0.458429266,3908,23,0,0,0,0,6,74,1,58,25,19,500
5001,0,0.105212225,57,0,2270,NA,5,0,1,0,0,5,33,3,67,81,84,597
5002,0,0.902260962,41,0,0.629763131,5825,11,0,4,0,0,6,24,7,64,2,83,769
5003,0,0.634156698,55,0,0.180896354,12918,16,0,0,0,0,3,41,14,56,17,62,434
5004,0,0.010342718,52,0,2874,NA,16,0,2,0,0,5,81,9,64,28,57,296
5005,0,0.9999999,47,0,0,NA,4,0,0,0,0,8,2,5,3,50,15,224
5006,0,0.00055384,85,0,9.52E-05,10500,12,0,0,0,0,5,86,7,41,54,48,38
5007,0,0.015355006,54,0,0.373267848,5700,10,0,2,0,0,7,77,3,96,10,29,305
5008,0,0.301555955,44,0,0.639738766,14086,11,0,4,0,1,3,68,7,82,58,25,709
5009,1,0.99380124,29,2,0.296685955,1900,7,0,0,0,0,8,24,17,41,53,56,163
5010,0,0,77,0,0.034753776,57000,16,0,1,0,0,1,96,5,60,1,53,922
5011,0,0.049306934,65,0,0.349930014,5000,6,0,1,0,1,7,96,16,29,76,91,112
5012,0,0.009538849,70,0,0.190613087,16000,13,0,3,0,0,0,11,7,61,92,26,796
5013,0,0.162268146,56,0,123,NA,2,0,0,0,NA,9,38,19,17,39,67,764
5014,0,0.702287049,72,0,0.264388489,6671,14,0,0,0,0,8,80,16,79,50,63,283
5015,1,0.19873338,41,0,10333,NA,10,0,8,0,1,9,29,8,22,80,48,291
5016,0,0.367017608,46,0,0.260030125,7302,8,0,1,0,1,5,84,1,37,5,73,369
5017,0,0.025965222,77,0,1986,NA,6,0,2,0,0,4,58,3,79,98,29,280
5018,0,0.9999999,29,1,0.172447968,4035,6,0,0,3,1,2,56,16,29,2,13,391
5019,0,0.288108449,78,0,0.361340021,5581,15,0,1,0,0,3,15,13,6,52,71,617
5020,0,0.856233904,41,0,0.224726234,6300,8,0,0,0,0,1,10,16,74,41,88,933
5021,0,0.000299985,50,0,0.270039622,6561,5,0,2,0,1,0,97,18,29,50,91,871
5022,0,0.072416238,86,0,0.006398294,3750,4,0,0,0,1,1,21,3,64,13,29,748
5023,0,0,82,0,0,10500,5,0,0,0,0,9,29,1,83,33,46,775
5024,0,1.174579661,59,0,0.231010297,6700,21,0,0,0,0,4,23,16,72,49,12,190
5025,0,0.144650778,45,1,0.504148054,4700,12,0,1,0,2,3,95,9,54,17,55,131
5026,0,0.168290202,63,0,0.129833474,7085,7,0,1,0,1,9,74,7,74,65,93,274
5027,0,0.000978155,42,0,0,7500,3,0,0,0,2,0,5,15,28,88,25,461
5028,0,0.477829753,45,0,0.432628798,9083,16,0,2,0,0,6,36,2,71,8,39,780
5029,0,0.81592905,27,0,939,NA,13,0,0,0,0,0,6,8,83,26,22,515
5030,0,0.902119382,74,1,1.023916293,3344,9,0,1,0,2,8,92,13,27,66,10,556
5031,0,0.085103644,63,0,0.271272873,10000,4,0,1,0,1,4,47,1,4,9,57,534
5032,0,0.183352015,29,0,0.240610178,7800,5,0,1,0,0,6,64,15,60,2,32,822
5033,0,0.070635079,62,0,0.384717903,2250,7,0,0,0,0,9,1,7,88,42,26,927
5034,0,0.008286563,64,0,0.011427483,10500,9,0,0,0,0,1,78,7,52,87,30,249
5035,0,0.9999999,39,0,0.01975417,6833,0,0,0,0,1,3,50,14,57,34,32,833
5036,0,0.033872111,66,0,0.435236004,3643,8,0,1,0,1,3,34,7,80,87,13,310
5037,0,0.722685482,54,2,6900,NA,14,0,3,0,1,8,76,6,39,94,10,187
5038,0,0.264963197,51,0,3554,NA,14,0,1,0,NA,6,24,15,88,63,24,629
5039,0,0.805255981,47,0,0.528643689,8500,8,0,2,0,2,6,64,3,11,94,59,331
5040,0,0.2493793,62,0,0.22825145,15000,22,0,1,0,0,7,20,14,10,12,58,680
5041,0,0,43,0,498,NA,4,0,0,0,2,9,75,8,48,59,67,540
5042,0,0.104919353,68,0,0.312180694,3718,6,0,1,0,1,5,54,10,57,3,25,447
5043,0,0.017302341,65,0,140,NA,3,0,0,0,0,5,85,18,75,50,99,636
5044,0,0.20352571,44,0,0.230226894,7800,12,0,1,0,0,9,51,2,15,40,35,999
5045,0,0.112790053,53,1,0.636947665,12763,12,0,5,0,2,7,0,6,36,76,51,959
5046,0,0.000588212,73,0,0,NA,6,0,0,0,NA,6,20,10,22,27,5,438
5047,0,0.327103144,53,0,0.666123613,9820,6,0,2,0,0,1,11,7,2,51,29,334
5048,0,0,57,0,0.235023041,11500,9,0,1,0,0,1,34,12,8,72,70,125
5049,0,0.438202247,29,0,0.116838488,3200,5,3,0,0,3,3,66,10,12,6,48,145
5050,1,0.77279919,46,0,0.251651559,6508,11,0,0,0,0,8,69,12,36,68,52,315
5051,0,0,37,0,3338,NA,9,0,1,0,NA,3,70,11,39,41,80,384
5052,0,0.397703956,47,0,0.349331773,10250,9,0,1,0,2,7,89,15,6,27,20,931
5053,0,0.932669472,46,0,1.000499875,4000,10,0,2,0,3,5,42,9,52,19,51,708
5054,0,0,51,0,0.338650161,8400,8,0,2,0,2,7,23,0,87,65,67,217
5055,0,0.441737773,57,1,0.385989249,11533,18,0,1,0,0,8,85,15,32,80,38,198
5056,0,0,64,0,0.357479026,4886,5,0,1,0,0,5,32,15,91,84,98,858
5057,0,0.094401703,55,0,0.387329476,14000,11,0,3,0,3,6,30,7,4,6,5,577
5058,0,0.710767705,52,0,0.407423208,4687,8,0,1,0,0,5,56,10,56,91,20,630
5059,0,0.035749049,71,0,1239,NA,3,0,1,0,0,5,67,7,43,24,35,902
5060,0,0.9999999,35,0,0.259510401,8700,4,0,2,0,0,2,65,17,50,32,47,378
5061,0,0.006387098,40,0,0.159755841,4750,9,0,1,0,0,5,98,16,10,1,10,141
5062,0,0.024125691,57,0,0.004273973,9124,5,0,0,0,1,9,74,13,9,7,79,188
5063,0,1.126873127,30,0,0.013301088,2480,1,0,0,0,0,5,82,16,30,15,70,665
5064,0,0.90171906,43,0,0.761709121,3650,5,0,1,0,0,7,24,17,80,12,62,473
5065,0,0.005485872,57,0,0.142143012,4600,10,0,1,0,1,5,64,10,68,76,63,480
5066,0,0.9999999,52,0,0,NA,0,0,0,0,0,6,52,7,33,53,13,530
5067,0,0.003870864,48,0,0.127621483,7819,8,0,0,0,1,6,34,12,25,91,88,882
5068,0,0.475416223,53,0,2.365192582,700,8,0,1,0,0,1,34,11,86,4,55,647
5069,0,0.072120192,48,0,1121,NA,6,0,1,0,2,4,41,13,38,25,37,161
5070,0,0.298745026,27,0,0.90736342,420,6,0,0,0,0,3,9,11,34,76,81,125
5071,0,0.333574559,74,0,0.498250292,6000,15,0,2,1,1,3,59,8,5,42,7,488
5072,0,0.269328468,45,0,1177,NA,9,0,1,0,2,7,26,10,15,35,99,633
5073,0,0.027906554,63,0,2001,NA,5,0,2,0,0,2,25,8,77,6,64,580
5074,0,0.9999999,33,98,0,1500,0,98,0,98,0,1,59,12,16,28,32,111
5075,0,0.069330252,45,0,0.190226222,8000,8,0,1,0,0,2,90,17,23,24,32,644
5076,0,0.9999999,75,0,0.338380015,1320,4,0,0,0,0,4,75,13,67,49,70,963
5077,0,0.032684427,45,0,1685,NA,5,0,2,0,0,2,55,4,61,77,66,888
5078,0,0.001670569,47,0,2547,NA,11,0,1,0,0,3,86,15,0,25,38,70
5079,0,0.182717609,33,0,0.300062217,11250,4,0,1,0,0,7,50,0,78,44,15,242
5080,0,0.115588547,42,0,0.340585506,6250,6,0,2,0,0,0,83,11,45,26,27,603
5081,0,0.045265559,56,0,0.346623874,8100,9,0,2,0,0,9,91,11,83,1,75,655
5082,0,0.939658543,45,0,0.172592337,2896,6,0,0,0,1,3,50,15,14,50,28,634
5083,0,0.272163156,29,0,0.054918688,3750,7,0,0,0,0,4,69,16,95,80,9,146
5084,0,0.06777153,74,0,0.333767927,2300,8,0,1,0,0,7,27,6,86,62,74,620
5085,0,0.055800971,46,0,1886,NA,7,0,1,0,NA,4,13,4,79,9,31,209
